"","Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","EducationNumber","logit.reg.pred"
"1558",51,25,41,4,1.8,"Undergrad",0,0,0,0,0,0,1,0.000270625345113228
"1563",34,9,89,1,0,"Undergrad",0,0,0,0,1,0,1,0.00032926246869917
"1567",61,35,40,1,0.8,"Graduate",128,0,0,0,1,0,2,0.00219017489687434
"1568",63,39,92,2,0,"Advanced/Professional",0,0,0,0,1,0,3,0.0638355771114869
"1570",51,27,44,3,1.9,"Graduate",141,0,0,0,0,0,2,0.0135526879700475
"1575",62,37,42,3,1.5,"Undergrad",0,0,0,0,1,0,1,0.000100696571716133
"1576",50,26,88,1,2.7,"Undergrad",0,0,0,0,1,0,1,0.000578692330315753
"1577",43,18,98,2,0.4,"Undergrad",0,0,0,0,1,0,1,0.00122341255139359
"1579",38,13,12,2,0.3,"Graduate",104,0,1,0,1,0,2,0.000193233130402772
"1580",29,5,122,4,3,"Undergrad",0,1,0,0,0,1,1,0.00988778141619801
"1584",61,36,184,4,2.3,"Graduate",342,1,0,1,1,1,2,0.999358575495544
"1585",46,20,25,4,0.6,"Advanced/Professional",125,0,0,0,0,0,3,0.00588790503909004
"1592",39,13,72,2,2.8,"Undergrad",0,0,0,0,1,0,1,0.000355959035062031
"1594",63,38,83,3,1.8,"Graduate",0,0,0,0,1,0,2,0.0880180375945861
"1595",37,12,93,1,2.8,"Undergrad",0,0,1,0,1,0,1,0.00034682276407671
"1599",40,15,85,2,0.4,"Undergrad",0,0,1,0,0,0,1,0.000447378618481402
"1605",55,29,111,2,3.6,"Advanced/Professional",0,1,0,0,0,1,3,0.173237484582122
"1606",54,28,83,3,0.8,"Undergrad",0,0,0,0,1,0,1,0.00110401306970824
"1608",55,29,21,4,0.7,"Advanced/Professional",0,0,0,0,0,0,3,0.00463281525948603
"1609",36,10,35,2,0.3,"Undergrad",98,0,0,0,1,0,1,0.0000247102150317579
"1610",66,41,105,1,0.8,"Advanced/Professional",0,0,1,1,1,1,3,0.372322495204983
"1619",29,3,29,3,1,"Undergrad",0,0,0,0,1,1,1,0.0000078088042205856
"1624",63,38,153,1,1.3,"Undergrad",455,0,0,0,0,0,1,0.0930437605687575
"1628",46,20,82,3,0.7,"Graduate",0,0,0,0,1,1,2,0.0179677305998523
"1629",42,18,90,4,0.8,"Undergrad",245,0,1,0,0,0,1,0.00250204348804629
"1633",31,5,93,2,3.1,"Graduate",0,1,0,0,1,0,2,0.0783531896864
"1635",59,34,18,3,1.3,"Graduate",104,0,0,1,1,1,2,0.0167056465819933
"1636",49,24,70,1,2.9,"Undergrad",0,0,0,0,0,0,1,0.000354025838813785
"1637",65,39,100,4,1.7,"Advanced/Professional",0,0,0,0,0,1,3,0.210604190634901
"1638",30,6,193,3,6.3,"Advanced/Professional",0,1,0,0,1,0,3,0.991363205833009
"1639",32,7,125,1,0,"Undergrad",0,0,0,0,1,1,1,0.000899703022160384
"1640",56,31,68,2,0,"Advanced/Professional",0,0,1,0,1,0,3,0.00708031446739244
"1644",41,16,13,2,0,"Advanced/Professional",0,0,0,0,1,0,3,0.00036601776671166
"1647",52,26,93,1,2.4,"Undergrad",0,0,0,0,1,0,1,0.000874133171392267
"1648",35,5,68,4,1.8,"Advanced/Professional",0,0,0,0,0,0,3,0.0908765830392088
"1653",48,18,182,4,6,"Advanced/Professional",0,1,0,0,1,0,3,0.994387859276593
"1654",26,1,24,2,0.9,"Advanced/Professional",123,0,0,0,0,1,3,0.000400710086564823
"1655",60,34,102,2,2,"Undergrad",0,0,0,0,1,1,1,0.000826344219134967
"1657",40,15,175,2,3.3,"Undergrad",0,0,0,0,1,0,1,0.191458250193305
"1658",31,5,28,3,1,"Undergrad",0,0,0,0,1,0,1,0.0000256643635023137
"1659",50,25,14,4,0.8,"Undergrad",0,0,0,0,1,0,1,0.0000223644419876265
"1663",63,38,84,4,0.1,"Graduate",0,0,0,0,0,0,2,0.190273237329604
"1664",57,32,42,3,0.5,"Graduate",0,0,1,0,1,0,2,0.00267434420226728
"1671",38,14,25,4,0.4,"Graduate",101,0,0,0,1,0,2,0.00252145229026787
"1673",48,23,173,3,0.2,"Undergrad",0,1,0,1,1,1,1,0.722125316711612
"1676",60,35,119,2,3.9,"Undergrad",0,0,1,0,1,0,1,0.00516538681171598
"1678",34,10,42,1,1.5,"Graduate",131,0,0,0,0,0,2,0.00289769654265857
"1681",62,36,44,2,1,"Advanced/Professional",0,0,0,0,0,0,3,0.0076325909048472
"1682",32,8,141,2,4.33,"Undergrad",0,0,0,0,0,0,1,0.0464168675485597
"1689",60,34,108,2,2,"Undergrad",359,0,0,0,1,0,1,0.00611042506603383
"1691",26,1,102,1,1.9,"Undergrad",0,0,0,0,0,0,1,0.00157976724197034
"1694",57,31,43,1,0.2,"Undergrad",0,0,0,0,0,0,1,0.000049869698097801
"1695",48,23,35,4,0.4,"Graduate",118,0,0,0,0,0,2,0.0103122061556646
"1696",30,6,184,1,6,"Undergrad",0,0,0,0,1,0,1,0.233768855168299
"1697",45,21,140,2,7.6,"Undergrad",132,0,0,0,0,0,1,0.0997205593381933
"1698",64,38,32,3,0.7,"Graduate",0,0,0,0,1,1,2,0.00104012798633843
"1700",51,25,15,4,0.6,"Advanced/Professional",0,0,0,0,0,1,3,0.000870565033388153
"1701",43,16,71,3,2.33,"Graduate",0,0,0,0,0,0,2,0.0675567585194084
"1704",65,41,40,3,0.1,"Advanced/Professional",0,0,0,0,1,0,3,0.00470967585937515
"1705",46,22,198,2,6.67,"Undergrad",0,0,0,0,0,1,1,0.481845747074944
"1706",48,24,79,4,1.4,"Graduate",0,0,1,0,0,1,2,0.0227367329999039
"1713",44,20,20,1,1.4,"Advanced/Professional",0,0,0,0,0,0,3,0.000714125416233411
"1714",44,20,15,1,1,"Undergrad",0,0,0,0,1,0,1,0.00000409996691191933
"1719",40,16,19,4,0.4,"Graduate",0,0,0,0,1,1,2,0.000469275796674384
"1720",36,12,188,2,6.5,"Undergrad",0,0,0,0,1,1,1,0.191780723529692
"1723",26,2,72,4,2.6,"Undergrad",0,0,1,1,1,0,1,0.0132481419223389
"1724",39,15,55,1,1.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00344661197191112
"1726",57,32,19,1,1.3,"Undergrad",0,0,0,0,1,0,1,0.0000071419485463053
"1732",43,19,125,3,2.4,"Undergrad",0,1,0,0,1,0,1,0.0148840276760089
"1736",60,36,31,3,0.4,"Graduate",0,0,0,0,1,1,2,0.00077775186630551
"1737",57,31,131,2,2.7,"Undergrad",394,0,0,0,0,1,1,0.0147616859710871
"1741",45,20,59,1,2.4,"Undergrad",0,0,1,1,1,0,1,0.00156649289407435
"1745",28,3,29,4,0.8,"Undergrad",135,0,0,0,1,0,1,0.000047996591210029
"1746",37,12,40,2,1.1,"Graduate",0,0,1,0,0,1,2,0.000576453636991686
"1749",49,23,79,3,0.7,"Graduate",151,0,0,0,1,0,2,0.0600639030179326
"1754",53,29,25,2,0.4,"Undergrad",0,0,0,0,1,0,1,0.000013763038194419
"1755",50,24,80,4,4.9,"Undergrad",0,0,0,0,1,0,1,0.00292593132423958
"1758",33,9,60,1,1.2,"Undergrad",0,0,0,0,1,1,1,0.0000178002566021348
"1760",31,6,44,4,0.8,"Undergrad",0,0,0,0,0,0,1,0.000193291788340221
"1761",41,16,33,4,0,"Graduate",0,0,0,0,1,0,2,0.00385406324251308
"1762",52,27,45,2,2,"Graduate",121,0,0,0,0,1,2,0.00265984325987748
"1763",65,35,55,4,1.67,"Advanced/Professional",89,0,0,0,1,1,3,0.0124766309091006
"1765",45,21,44,3,0.6,"Graduate",0,0,0,0,1,0,2,0.00490557429407732
"1766",26,0,149,2,7.2,"Undergrad",154,0,0,0,0,0,1,0.136627842977666
"1768",41,14,74,3,2.33,"Graduate",0,0,0,0,1,0,2,0.0462241119827851
"1770",60,36,62,4,2.2,"Undergrad",0,0,0,0,0,0,1,0.00109654056277741
"1771",62,37,9,1,0.1,"Undergrad",94,0,0,0,0,0,1,0.00000656925053012498
"1773",36,11,15,2,0.3,"Graduate",119,0,0,0,0,0,2,0.000816589725151094
"1774",31,5,28,4,0.8,"Undergrad",0,0,0,0,0,0,1,0.0000751807735809322
"1775",43,18,83,3,0.5,"Advanced/Professional",0,0,0,0,0,1,3,0.0286580318609797
"1776",46,22,73,1,0.8,"Advanced/Professional",117,0,0,0,0,0,3,0.0207287955994318
"1777",50,26,42,4,1.1,"Graduate",151,0,0,0,1,0,2,0.0103391920114623
"1780",34,9,68,1,2.8,"Undergrad",0,0,0,0,1,0,1,0.000140062294794832
"1781",49,24,82,1,2.9,"Undergrad",267,0,0,0,1,0,1,0.000580822227478882
"1782",52,26,19,2,0.7,"Graduate",0,0,0,0,0,1,2,0.00038941230658818
"1785",54,29,119,3,2,"Undergrad",0,1,1,1,0,0,1,0.275122748914883
"1786",29,3,190,2,4.5,"Undergrad",0,0,0,0,1,0,1,0.399565257569917
"1787",35,11,34,1,1.5,"Graduate",0,0,0,0,0,0,2,0.0015370893712521
"1789",38,13,23,4,0.2,"Advanced/Professional",0,0,0,0,1,0,3,0.00202146055989483
"1790",44,20,171,4,0.7,"Undergrad",567,1,0,1,1,1,1,0.879035107751683
"1795",56,32,98,3,3.9,"Advanced/Professional",0,1,0,0,0,0,3,0.340238406507891
"1797",57,32,42,2,2.1,"Advanced/Professional",0,0,0,0,1,0,3,0.00404547566101385
"1798",35,10,143,1,8.6,"Undergrad",0,0,0,0,1,1,1,0.011914978236243
"1801",57,33,45,3,1.5,"Undergrad",181,0,1,1,1,1,1,0.000684991502445112
"1802",35,10,78,1,2.6,"Graduate",0,0,0,0,0,0,2,0.0300288142096429
"1807",61,36,10,1,0.1,"Undergrad",0,0,0,0,0,0,1,0.00000619366152142848
"1808",46,20,61,2,0.4,"Advanced/Professional",0,0,0,0,0,0,3,0.0156642910323491
"1809",55,31,50,4,1.5,"Undergrad",0,0,0,0,1,0,1,0.000243965726361018
"1810",35,10,79,4,2.1,"Advanced/Professional",0,0,1,0,1,0,3,0.0420243852117388
"1814",61,36,55,3,0.9,"Advanced/Professional",0,0,0,0,1,1,3,0.00405543119698284
"1816",65,39,18,2,0.4,"Undergrad",0,0,1,1,1,1,1,0.0000628314005806559
"1822",32,7,54,4,1.3,"Undergrad",0,0,1,0,1,0,1,0.000112450615551268
"1826",56,32,161,1,5.8,"Advanced/Professional",0,1,1,0,0,0,3,0.858397742288425
"1828",56,30,113,2,2.7,"Undergrad",352,0,0,0,0,1,1,0.00452914666035848
"1829",30,4,25,2,0.3,"Graduate",0,0,0,0,0,0,2,0.00129497335901307
"1832",47,22,30,4,0.4,"Graduate",115,0,0,0,1,1,2,0.00125550384609688
"1834",34,9,178,1,0.8,"Advanced/Professional",0,1,0,0,0,0,3,0.922591151889189
"1835",41,16,23,2,0.3,"Graduate",118,0,0,0,0,0,2,0.00145145027485231
"1837",44,19,74,4,1.9,"Advanced/Professional",0,0,0,0,0,0,3,0.111906116832016
"1838",43,18,103,3,1,"Undergrad",180,0,0,0,1,1,1,0.00115445913718455
"1844",30,6,154,1,6,"Undergrad",0,0,0,0,0,0,1,0.0752375558540848
"1850",50,26,42,1,1.6,"Graduate",0,0,0,0,1,0,2,0.00184591422303286
"1854",51,25,60,4,2.6,"Undergrad",97,0,0,0,1,0,1,0.000648165380763579
"1855",52,25,41,3,1,"Graduate",0,0,0,0,1,0,2,0.00575695997108043
"1857",51,24,21,2,1,"Graduate",0,0,0,0,1,0,2,0.000939831951329753
"1861",30,6,179,3,4.9,"Undergrad",142,1,0,0,1,0,1,0.395028538250071
"1863",42,17,82,1,3.7,"Advanced/Professional",0,0,0,0,1,0,3,0.0291581541550484
"1867",48,24,90,1,2.6,"Graduate",334,0,0,0,1,0,2,0.0590832905535297
"1872",31,5,99,4,1.8,"Graduate",268,0,0,0,0,0,2,0.414873937073781
"1875",37,11,82,3,0.9,"Graduate",218,0,0,0,1,1,2,0.0207146960006196
"1876",27,3,112,3,2.5,"Undergrad",389,0,1,0,1,0,1,0.00408187032997794
"1877",62,38,123,1,2.9,"Undergrad",0,0,0,0,0,0,1,0.0111509422378867
"1881",44,19,49,4,1.9,"Advanced/Professional",89,0,0,0,1,0,3,0.0163174308262332
"1886",31,6,19,4,1.1,"Advanced/Professional",104,0,0,1,1,1,3,0.0193385326605487
"1887",65,41,115,4,1.7,"Graduate",0,0,0,0,0,0,2,0.67512626304284
"1889",36,10,93,1,2.8,"Advanced/Professional",0,0,0,0,1,0,3,0.0476608576685254
"1892",42,18,50,4,2.2,"Graduate",0,0,0,0,0,0,2,0.0263649352714369
"1894",49,24,13,1,0.4,"Advanced/Professional",101,0,1,0,0,0,3,0.00024708128224076
"1901",61,36,10,4,0.4,"Graduate",0,0,0,0,1,0,2,0.00131683591289283
"1902",43,19,201,2,6.67,"Undergrad",0,0,1,0,1,0,1,0.506592710406939
"1903",39,14,85,3,1.2,"Advanced/Professional",107,0,0,0,1,1,3,0.0222881026471704
"1907",42,17,98,2,0.4,"Undergrad",275,0,0,0,1,0,1,0.00164548119188309
"1908",42,18,115,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.00327996878111802
"1909",50,26,22,4,0.5,"Graduate",112,0,0,0,1,0,2,0.00257483087263825
"1911",43,18,83,2,3.8,"Advanced/Professional",112,0,0,0,0,0,3,0.101899866307173
"1912",60,35,52,3,0.5,"Graduate",0,0,0,0,0,0,2,0.018301511758256
"1914",57,33,134,4,0.9,"Undergrad",198,1,0,0,1,0,1,0.0524897487572529
"1915",48,24,54,1,1.6,"Graduate",186,0,0,0,1,0,2,0.00468233833357282
"1920",38,13,19,2,1.4,"Graduate",120,0,0,0,0,1,2,0.000382517697626068
"1921",54,28,31,2,0.4,"Advanced/Professional",0,0,0,0,0,0,3,0.00272535553029614
"1922",45,21,63,1,0.8,"Advanced/Professional",245,0,0,0,1,1,3,0.00216038577253901
"1923",39,15,25,1,1.4,"Advanced/Professional",0,0,0,0,0,0,3,0.000906364923559594
"1924",45,19,22,1,0.2,"Undergrad",0,0,0,0,1,0,1,0.00000637003405979262
"1927",30,6,41,1,2.4,"Graduate",0,0,0,0,1,0,2,0.00146578719769199
"1928",35,10,62,3,2.3,"Undergrad",0,0,0,0,0,0,1,0.000470264483158194
"1934",63,39,40,4,1.2,"Graduate",0,0,0,0,1,0,2,0.00950522103380797
"1935",44,20,69,1,0.8,"Advanced/Professional",0,0,0,0,1,1,3,0.00234824104423605
"1936",34,9,191,1,4.8,"Advanced/Professional",0,1,0,1,1,1,3,0.996856443255158
"1937",50,24,82,3,3,"Graduate",0,0,0,0,1,0,2,0.0879798938314431
"1939",30,4,38,1,1.9,"Advanced/Professional",0,0,0,0,1,0,3,0.001249373806511
"1942",43,19,58,2,3.2,"Undergrad",0,0,0,0,1,0,1,0.000149051385748919
"1950",58,34,19,1,1.2,"Advanced/Professional",0,0,0,0,0,0,3,0.000800675593403443
"1951",36,12,38,1,1.5,"Graduate",0,0,0,0,0,0,2,0.00200445359232125
"1960",50,24,130,1,1,"Undergrad",0,0,0,0,0,0,1,0.0118759906434317
"1962",52,26,114,1,4.9,"Undergrad",0,0,0,0,0,0,1,0.00857003064207349
"1963",28,4,155,1,6.33,"Undergrad",0,0,0,0,0,0,1,0.0815337658782924
"1964",62,38,50,2,1.1,"Undergrad",0,0,0,0,0,1,1,0.0000437603640442268
"1969",54,24,49,1,1.4,"Advanced/Professional",0,0,0,0,1,0,3,0.00415720795585339
"1970",64,38,115,1,2,"Undergrad",0,0,0,0,1,1,1,0.001146725897105
"1974",47,22,11,2,0,"Undergrad",78,0,0,0,0,0,1,0.0000099300044711314
"1975",39,13,63,4,0.2,"Advanced/Professional",242,0,0,0,0,0,3,0.0582158766432364
"1978",41,15,54,3,0.5,"Advanced/Professional",0,0,0,0,1,1,3,0.00280517309258442
"1980",41,17,11,1,1,"Undergrad",0,0,0,0,0,0,1,0.00000534009456671053
"1981",45,19,141,1,2.4,"Undergrad",0,0,0,0,1,0,1,0.0157451827611164
"1990",59,35,55,1,1.8,"Advanced/Professional",0,0,1,0,0,0,3,0.00422205793401774
"1991",32,8,29,1,0.2,"Advanced/Professional",76,0,0,0,1,1,3,0.000157775688659825
"1996",35,11,41,1,2.4,"Graduate",0,0,0,0,0,0,2,0.00276331420374638
"1997",49,24,38,1,1.4,"Advanced/Professional",0,0,0,0,0,0,3,0.002522055569286
"2004",44,20,124,1,4.7,"Undergrad",0,0,0,0,1,1,1,0.00206998428602525
"2005",30,4,44,1,1.9,"Advanced/Professional",143,0,0,0,0,0,3,0.00373947238808664
"2008",48,21,78,3,2,"Graduate",0,0,0,0,1,1,2,0.0189291833799438
"2010",25,0,99,1,1.9,"Undergrad",323,0,0,0,0,0,1,0.00185900057347879
"2011",61,36,41,2,1.5,"Undergrad",0,0,0,0,0,0,1,0.0000943484958622311
"2016",30,5,141,1,0.8,"Undergrad",0,0,0,0,1,0,1,0.00915584303419097
"2019",63,39,160,2,2.1,"Undergrad",0,0,0,0,1,1,1,0.0288547098747772
"2020",43,17,44,1,0.2,"Undergrad",0,0,1,1,1,0,1,0.000438192374639809
"2024",55,29,55,1,0.2,"Undergrad",151,0,0,0,1,0,1,0.0000696250896138697
"2025",36,12,113,4,0.2,"Undergrad",0,1,0,0,0,0,1,0.0133097920967554
"2028",38,12,179,2,0,"Undergrad",380,0,0,0,0,0,1,0.328664156518649
"2030",30,3,61,4,2,"Graduate",0,0,0,0,1,0,2,0.0289016976888879
"2033",62,37,32,3,0.2,"Undergrad",0,0,1,0,0,1,1,0.0000110387789900137
"2037",46,19,19,3,0.67,"Graduate",0,0,0,0,1,0,2,0.00125884383297392
"2039",50,24,150,1,7.3,"Undergrad",0,0,0,0,1,1,1,0.0196665027836034
"2043",41,17,121,1,0.3,"Undergrad",0,0,0,0,1,0,1,0.00269003673656546
"2044",57,32,25,2,0.2,"Advanced/Professional",0,0,0,0,1,1,3,0.00030075271589807
"2045",51,25,102,1,0.3,"Undergrad",0,0,0,0,1,0,1,0.00107040218400459
"2046",52,28,44,4,0.9,"Graduate",107,0,0,0,1,0,2,0.0111088406556629
"2049",28,4,43,1,1.8,"Graduate",0,0,0,0,1,1,2,0.000430503178564781
"2050",43,18,94,4,1.1,"Graduate",0,0,0,0,1,0,2,0.17999865001507
"2051",41,15,29,2,0.8,"Advanced/Professional",98,0,0,0,0,0,3,0.00236187080150578
"2053",28,3,120,1,0.8,"Undergrad",170,0,0,0,0,0,1,0.00507382797391169
"2059",33,7,18,1,0.6,"Advanced/Professional",0,0,0,0,0,0,3,0.000526929200837576
"2060",28,3,173,2,6.7,"Undergrad",222,0,0,0,1,0,1,0.282319718454857
"2063",57,31,55,3,2.5,"Undergrad",219,0,0,1,1,1,1,0.00359431264773554
"2066",29,5,83,3,1.5,"Undergrad",0,0,0,0,1,1,1,0.00022286890063386
"2067",41,16,30,2,1.4,"Graduate",0,0,0,0,0,1,2,0.00069610790821648
"2072",52,28,83,1,0,"Undergrad",0,0,0,0,1,0,1,0.000279087291442691
"2073",29,3,39,4,0.2,"Undergrad",137,0,0,0,1,1,1,0.0000258783996059592
"2078",34,9,160,4,8,"Advanced/Professional",0,1,0,0,0,1,3,0.950654620176503
"2079",35,11,21,2,1,"Graduate",0,0,0,0,0,0,2,0.00108313893818689
"2080",26,2,40,1,1,"Advanced/Professional",0,0,0,0,1,0,3,0.00102124509559689
"2082",52,27,45,1,1.3,"Graduate",0,0,0,0,0,0,2,0.00405115778780755
"2089",39,9,29,3,2,"Advanced/Professional",151,0,1,0,0,0,3,0.00320670744438161
"2093",53,23,19,4,0.4,"Advanced/Professional",84,0,0,0,1,0,3,0.00301004217706852
"2099",59,35,94,1,3.8,"Undergrad",272,0,0,0,0,0,1,0.00275313798829894
"2101",31,6,145,1,0.8,"Undergrad",84,0,0,0,1,0,1,0.0130869510867914
"2103",25,-1,81,2,1.6,"Advanced/Professional",0,0,0,0,1,1,3,0.00827727771342285
"2106",31,5,49,4,1.8,"Advanced/Professional",0,0,0,0,1,1,3,0.00377715922711275
"2108",41,17,85,4,0.2,"Advanced/Professional",229,0,0,0,0,0,3,0.181412761420149
"2110",47,23,178,1,6.5,"Advanced/Professional",0,1,0,0,0,0,3,0.972223455629558
"2111",28,4,104,3,2.5,"Undergrad",0,0,0,0,0,0,1,0.0057182361126423
"2113",27,2,103,1,1.9,"Undergrad",120,0,0,0,1,0,1,0.00111774294541598
"2115",62,36,69,2,1.7,"Advanced/Professional",0,0,0,0,1,0,3,0.0231127502275727
"2117",44,17,70,3,2.67,"Graduate",0,0,0,0,0,0,2,0.0680901960531271
"2121",41,17,44,1,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.00146399326799795
"2124",28,2,9,1,0.1,"Graduate",0,0,0,0,1,0,2,0.000147338025632978
"2125",35,9,44,3,0.9,"Undergrad",89,0,0,0,0,0,1,0.000141661112083667
"2126",44,20,93,4,0.8,"Undergrad",101,0,0,0,1,0,1,0.00305778287453389
"2127",44,19,83,4,0.4,"Undergrad",141,0,0,0,0,0,1,0.00297217755827154
"2129",65,40,40,1,1.1,"Advanced/Professional",0,0,0,0,0,0,3,0.00345678542354833
"2135",50,24,68,1,1.5,"Graduate",120,0,0,0,1,1,2,0.00351818311454125
"2137",50,26,115,1,1.2,"Advanced/Professional",0,1,0,0,0,1,3,0.0794671792491494
"2138",65,40,83,4,0.1,"Graduate",247,0,0,0,1,0,2,0.146652108033316
"2139",36,11,40,2,1.1,"Graduate",166,0,1,0,0,0,2,0.00232372244827042
"2141",53,27,89,1,0.8,"Advanced/Professional",0,0,1,0,1,0,3,0.0175121787530311
"2144",56,31,65,3,1.7,"Undergrad",109,0,0,0,0,0,1,0.000797150241989138
"2145",33,6,168,3,5.67,"Graduate",0,1,1,1,1,0,2,0.997939683226296
"2149",54,30,58,2,3.2,"Advanced/Professional",0,0,0,0,0,0,3,0.0205362846531036
"2150",48,22,150,1,7.3,"Undergrad",193,0,0,0,0,0,1,0.125939605751185
"2152",41,16,19,2,0.3,"Graduate",105,0,0,0,0,0,2,0.00111318973817742
"2163",39,13,74,3,0.9,"Graduate",155,0,0,0,1,0,2,0.0400528895048828
"2164",33,3,69,4,1.8,"Advanced/Professional",0,0,0,0,1,0,3,0.0556964538336627
"2167",32,8,25,3,0.9,"Advanced/Professional",0,0,0,0,1,1,3,0.000377925642227392
"2168",65,40,162,1,1.3,"Undergrad",0,0,0,0,1,0,1,0.0596039747553252
"2173",39,15,79,2,1.8,"Graduate",219,0,0,0,0,0,2,0.060212188146384
"2174",34,10,34,1,1.7,"Undergrad",164,0,0,0,0,0,1,0.0000275093131573769
"2177",41,14,51,3,2.33,"Graduate",0,0,0,0,1,0,2,0.0113201897693136
"2182",45,15,32,1,0.75,"Advanced/Professional",105,0,0,0,1,0,3,0.0012684988609317
"2183",40,14,22,2,1.4,"Advanced/Professional",0,0,0,0,0,0,3,0.00148313038907975
"2184",34,8,29,2,2,"Advanced/Professional",0,0,0,0,1,1,3,0.000390841873780592
"2185",62,36,183,2,3.4,"Advanced/Professional",0,1,0,0,0,0,3,0.98591654273154
"2187",26,2,92,2,0.2,"Undergrad",0,0,0,0,1,0,1,0.000593477399004299
"2189",29,4,9,4,0.5,"Advanced/Professional",86,0,0,0,1,1,3,0.000250742412694393
"2190",48,23,128,1,0.6,"Undergrad",0,0,0,0,1,1,1,0.00152387859547937
"2201",50,25,29,2,1.3,"Undergrad",0,0,0,0,0,0,1,0.000036453357418601
"2202",41,16,111,2,0.4,"Undergrad",0,0,0,0,0,0,1,0.0046828936471387
"2204",50,25,130,1,0.6,"Undergrad",311,0,0,0,0,0,1,0.0148615774810467
"2208",38,12,180,1,2.8,"Advanced/Professional",158,1,0,0,1,0,3,0.935362686497015
"2209",64,40,92,2,0,"Advanced/Professional",185,0,1,0,1,0,3,0.0404216778311099
"2210",36,10,33,3,0.9,"Undergrad",0,0,0,0,0,0,1,0.0000652059841312526
"2213",46,22,83,1,2.7,"Undergrad",0,0,0,0,1,0,1,0.000398304358532336
"2214",61,37,45,1,0.8,"Undergrad",0,0,0,0,0,0,1,0.0000588757655182952
"2215",53,27,89,1,0.8,"Advanced/Professional",146,0,0,0,1,1,3,0.0123977568380388
"2216",28,3,193,3,4,"Graduate",0,1,0,0,1,0,2,0.987874629921002
"2218",48,24,162,4,3.3,"Graduate",446,1,0,1,1,0,2,0.999270318317909
"2219",38,13,9,2,0.3,"Graduate",0,0,0,0,0,0,2,0.000504793848549514
"2223",45,20,41,1,0.3,"Undergrad",0,0,0,0,1,0,1,0.000020100176359456
"2224",53,28,74,3,2,"Graduate",0,0,1,0,0,0,2,0.0404650231788995
"2227",25,1,98,1,5.4,"Undergrad",0,0,0,0,1,0,1,0.00116210760425512
"2231",36,11,183,1,3,"Advanced/Professional",0,1,0,1,1,1,3,0.993241321878718
"2232",46,20,134,1,5.7,"Undergrad",146,0,1,0,1,0,1,0.0104015885401858
"2244",54,28,79,3,1.7,"Graduate",150,0,0,0,1,1,2,0.0233424910563411
"2246",54,28,33,2,0.7,"Graduate",0,0,0,0,0,1,2,0.000965221648039069
"2247",35,11,190,3,3.1,"Graduate",266,1,0,0,0,0,2,0.993112350299229
"2249",63,37,8,1,0.8,"Graduate",97,0,0,0,1,0,2,0.000293262616580447
"2250",41,14,38,3,1,"Graduate",150,0,0,0,1,0,2,0.00479737889617687
"2251",46,22,154,1,5,"Undergrad",0,0,0,0,1,0,1,0.047697305066041
"2252",31,5,54,4,2.2,"Graduate",0,0,0,0,0,0,2,0.0321501252358481
"2256",33,9,79,1,0.1,"Undergrad",0,0,0,0,1,0,1,0.000165983057047174
"2257",56,31,13,4,0.9,"Graduate",76,0,0,1,1,1,2,0.0182697779104982
"2258",47,23,130,2,1.4,"Undergrad",0,0,0,0,0,0,1,0.0185008864345187
"2260",24,0,82,3,0.8,"Undergrad",0,0,0,0,1,0,1,0.000587194822876703
"2261",39,14,15,2,0.3,"Graduate",92,0,0,0,0,0,2,0.000828454600671293
"2262",30,3,150,4,5,"Graduate",0,1,0,0,1,0,2,0.92851904137377
"2266",47,23,88,4,1.4,"Graduate",0,0,0,0,0,0,2,0.217177914817787
"2268",38,13,168,2,1.3,"Advanced/Professional",0,1,0,0,0,0,3,0.92696838344801
"2272",60,34,101,3,4.4,"Undergrad",0,0,0,0,1,1,1,0.00199241769178408
"2274",27,1,83,4,2.1,"Advanced/Professional",0,0,0,0,1,1,3,0.0306912292036795
"2277",29,3,172,4,4.4,"Undergrad",0,1,0,0,0,0,1,0.525605418415285
"2279",30,4,204,2,4.5,"Undergrad",0,0,0,0,1,0,1,0.619163851171718
"2280",47,23,34,4,0.6,"Undergrad",0,0,0,1,1,1,1,0.000727278776409908
"2282",57,32,31,3,1.3,"Graduate",0,0,0,0,1,1,2,0.000915214119477988
"2285",47,23,22,4,0.6,"Undergrad",0,0,0,0,1,1,1,0.00000948199775943056
"2288",30,6,29,1,0.2,"Advanced/Professional",90,0,0,0,1,0,3,0.000528060236468255
"2289",35,11,72,3,2.6,"Graduate",0,0,0,0,1,0,2,0.0330599627546211
"2290",59,35,68,1,1.8,"Advanced/Professional",95,0,0,0,0,0,3,0.0211754295845612
"2291",38,13,78,4,0.7,"Advanced/Professional",0,0,0,0,1,0,3,0.0648258997859092
"2292",47,23,90,1,2.7,"Undergrad",323,0,0,0,0,0,1,0.00158238173824678
"2293",57,33,170,2,2.1,"Graduate",0,1,0,0,0,0,2,0.954018562416669
"2298",59,35,31,3,0.4,"Graduate",0,0,0,0,1,1,2,0.00076616797956672
"2299",48,24,9,4,0.5,"Graduate",0,0,0,0,0,1,2,0.000503073085526929
